PlayerId,Year,Team Id,League Id,GP,Min,W,L,T/OL,ENG,SO,GA,SA,GR
113,2032,733,2,10,38485,4,5,1,0,1,25,370,82
113,2023,752,2,0,0,0,0,0,0,0,0,0,0
113,2021,765,53,2,7200,0,0,0,0,0,9,74,0
156542,2030,88,13,0,0,0,0,0,0,0,0,0,0
156542,2030,88,12,0,0,0,0,0,0,0,0,0,0
156542,2029,88,12,2,5538,0,1,0,1,0,6,58,59
218,2033,2190,24,0,0,0,0,0,0,0,0,0,0
218,2030,71,10,6,19861,2,3,0,1,0,19,164,62
218,2027,1371,14,1,3524,0,1,0,0,0,4,30,56
218,2026,1371,14,1,3600,0,1,0,0,0,5,30,44
218,2026,1371,14,1,2719,0,1,0,0,0,6,27,35
218,2025,1371,14,0,0,0,0,0,0,0,0,0,0
218,2025,1371,14,0,0,0,0,0,0,0,0,0,0
232,2028,503,9999,7,22348,3,3,0,0,0,20,228,68
232,2019,4734,91,7,23940,0,0,0,0,0,18,257,0
256,2021,556,9,1,3600,0,0,0,0,0,7,33,0
278,2033,752,2,0,0,0,0,0,0,0,0,0,0
278,2028,524,5,3,11488,0,2,1,0,0,10,113,70
278,2028,524,9999,4,14591,1,3,0,0,0,12,123,66
278,2027,524,5,21,78470,11,9,1,2,1,47,662,77
278,2026,524,5,0,0,0,0,0,0,0,0,0,0
278,2026,893,9999,0,0,0,0,0,0,0,0,0,0
278,2025,893,4,3,10800,1,2,0,0,0,9,89,67
278,2025,893,9999,3,10800,2,1,0,0,1,6,60,63
278,2024,893,9999,11,40109,5,4,2,0,1,34,276,58
278,2023,893,4,14,55629,10,3,1,1,0,36,450,73
352,2021,426,46,7,23940,0,0,0,0,0,10,143,0
352,2018,141,13,23,78660,0,0,0,0,0,60,723,0
352,2017,141,13,8,27360,0,0,0,0,0,21,253,0
352,2016,141,13,6,20520,0,0,0,0,0,17,224,0
357,2027,204,14,0,0,0,0,0,0,0,0,0,0
357,2026,204,14,0,0,0,0,0,0,0,0,0,0
357,2025,204,14,1,803,0,0,0,0,0,0,8,68
357,2024,204,14,0,0,0,0,0,0,0,0,0,0
146207,2028,229,14,1,1324,0,0,0,0,0,1,11,52
396,2020,982,69,1,3600,0,0,0,0,0,2,38,0
396,2021,982,69,1,3600,0,0,0,0,0,4,24,0
146230,2031,195,14,1,3600,0,1,0,0,0,5,37,57
146234,2027,135,13,1,1286,0,0,0,0,0,2,17,56
146234,2027,135,13,0,0,0,0,0,0,0,0,0,0
523,2021,1885,53,3,10800,0,0,0,0,0,11,106,0
146240,2031,211,14,2,7189,1,1,0,1,0,5,58,66
146240,2031,211,14,2,7184,1,1,0,0,1,3,48,78
146240,2030,211,14,1,3562,0,1,0,0,0,3,21,48
146240,2030,211,14,3,10800,3,0,0,0,0,6,70,62
146240,2029,211,14,1,3591,0,1,0,0,0,2,30,68
146240,2029,211,14,1,3587,0,1,0,0,0,3,32,70
